Player,Credits,Player Type,Player Name,Team,Matches Played,Runs,Balls Faced,Fours,Sixes,Dot Balls,25+ Scores,50+ Scores,75+ Scores,100+ Scores,Runs in Powerplay,Runs in Middle Overs,Runs in Death Overs,Batting Average,Strike Rate,Wickets,LBW/Bowled Wickets,Runs Conceded,Balls Bowled,Dot Balls Bowled,3+ Wickets,4+ Wickets,5+ Wickets,economy,Balls Bowled in Powerplay,Balls Bowled in Death Overs,Bowling Average,Bowling Strike Rate,Catches,Stumpings,Run-Outs,Catches per Match,Stumpings per Match,Run-Outs per Match,25+ runs per Match,50+ runs per Match,75+ runs per Match,100+ runs per Match,3+ wickets per Match,4+ wickets per Match,5+ wickets per Match,Chennai,Delhi,Mumbai,Kolkata,Bengaluru,Hyderabad,Ahmedabad,Jaipur,Mohali,Lucknow,Dharamsala,Guwahati,Indore,Visakhapatnam,Chennai_matches,Delhi_matches,Mumbai_matches,Kolkata_matches,Bengaluru_matches,Hyderabad_matches,Ahmedabad_matches,Jaipur_matches,Mohali_matches,Lucknow_matches,Dharamsala_matches,Guwahati_matches,Indore_matches,Visakhapatnam_matches,Chennai_avg_fantasy,Delhi_avg_fantasy,Mumbai_avg_fantasy,Kolkata_avg_fantasy,Bengaluru_avg_fantasy,Hyderabad_avg_fantasy,Ahmedabad_avg_fantasy,Jaipur_avg_fantasy,Mohali_avg_fantasy,Lucknow_avg_fantasy,Dharamsala_avg_fantasy,Guwahati_avg_fantasy,Indore_avg_fantasy,Visakhapatnam_avg_fantasy,Total fantasy points,Fantasy points per match,Total current fantasy points,Current Fantasy points per match
S Arora,,,,,1,68,47,8,3,20,0,1,0,0,15,39,14,68.0,144.68,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuvraj Chaudhary,5.0,ALL,Yuvraj Chaudhary,LSG,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,0,26,24,12,0,0,0,6.5,0,6,26.0,24.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DR Shorey,,,,,1,33,35,2,0,11,1,0,0,0,15,17,0,33.0,94.29,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,2,0,0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sameer Choudhary,,,,,2,10,14,0,0,5,0,0,0,0,0,7,3,5.0,71.43,1,1,33,24,6,0,0,0,8.25,18,0,33.0,24.0,1,0,2,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yash Dayal,7.0,BOWL,Yash Dayal,RCB,42,0,1,0,0,1,0,0,0,0,0,0,0,0.0,0.0,42,8,1327,910,327,2,0,0,8.75,479,234,31.6,21.67,6,0,2,0.143,0.0,0.048,0.0,0.0,0.0,0.0,0.048,0.0,0.0,114.0,0.0,80.0,106.0,400.0,34.0,8.0,76.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,9.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,57.0,45.665,80.0,53.0,44.44,34.0,4.0,38.0,45.0,42.0,4.0,41.0,0.0,47.5,1219.0,48.76,307.0,51.17
Nalin Mishra,,,,,1,15,20,2,0,11,0,0,0,0,15,0,0,15.0,75.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aryan Juyal,5.5,WK,Aryan Juyal,LSG,4,42,46,5,1,24,0,0,0,0,27,0,0,10.5,91.3,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,1,0,1,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,37.0,45.665,34.0,40.0,27.0,42.0,40.0,29.55,45.0,42.0,53.0,41.0,0.0,47.5,27.0,27.0,,
E Sanketh,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,18,13,1,0,0,0,8.31,13,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manik Beri,,,,,1,17,18,1,1,9,0,0,0,0,7,10,0,17.0,94.44,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trishank Gupta,,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,26,25,8,0,0,0,6.24,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BB Ghosh,,,,,2,12,12,2,0,6,0,0,0,0,7,4,0,6.0,100.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,2,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SM Singha,,,,,1,31,26,3,1,12,1,0,0,0,28,1,0,31.0,119.23,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bonny Chingangbam,,,,,1,1,9,0,0,8,0,0,0,0,1,0,0,1.0,11.11,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B Lalnunfela,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,6,6,3,0,0,0,6.0,0,0,0.0,0.0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chabungbam Ishworjit,,,,,1,3,3,0,0,0,0,0,0,0,0,0,3,3.0,100.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunil Salam,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,18,6,1,0,0,0,18.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanjay Raghunath,,,,,4,116,103,15,3,48,1,1,0,0,62,39,0,29.0,112.62,0,0,10,12,7,0,0,0,5.0,0,12,0.0,0.0,1,0,0,0.25,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sooraj Rai,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,0,26,24,12,0,0,0,6.5,12,12,26.0,24.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kengo Bam,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,41,24,6,0,0,0,10.25,6,0,0.0,0.0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiya Toku,,,,,1,1,6,0,0,5,0,0,0,0,0,1,0,1.0,16.67,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suraj Tayam,,,,,1,17,25,2,0,15,0,0,0,0,0,10,7,17.0,68.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LM Yadav,,,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,4,0,113,86,32,0,0,0,7.88,27,23,28.25,21.5,2,0,0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vasuki Koushik,,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2,0,86,53,19,0,0,0,9.74,25,9,43.0,26.5,1,0,0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rohan Kadam,,,,,4,150,119,14,5,48,2,0,1,0,80,58,0,37.5,126.05,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,2,0,0,0.5,0.0,0.0,0.5,0.0,0.25,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A Manohar,6.5,BAT,Abhinav Manohar,SRH,28,519,390,40,28,146,8,2,0,0,21,304,194,18.54,133.08,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,14,0,2,0.5,0.0,0.071,0.286,0.071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,36.0,5.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,37.0,45.665,34.0,40.0,43.5,13.0,18.0,5.0,45.0,42.0,53.0,41.0,0.0,8.0,173.0,19.22,34.0,11.33
Suresh Vishweshwar,,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,64,48,14,0,0,0,8.0,21,19,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sayan Ghosh,,,,,3,1,5,0,0,4,0,0,0,0,0,0,1,0.33,20.0,5,0,86,79,26,0,1,0,6.53,33,25,17.2,15.8,0,0,1,0.0,0.0,0.333,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.0,0.0,0.0,0.0,143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,37.0,45.665,34.0,40.0,71.5,42.0,40.0,29.55,45.0,42.0,53.0,41.0,0.0,47.5,159.0,79.5,,
SP Goswami,,,,,4,42,31,6,1,13,1,0,0,0,14,0,0,10.5,135.48,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,1,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Karan Patel,,,,,1,4,6,0,0,2,0,0,0,0,0,4,0,4.0,66.67,0,0,21,18,6,0,0,0,7.0,12,0,0.0,0.0,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dhruv Raval,,,,,1,7,11,1,0,7,0,0,0,0,5,0,0,7.0,63.64,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mehdi Hassan,,,,,2,3,10,0,0,7,0,0,0,0,0,1,2,1.5,30.0,0,0,50,36,8,0,0,0,8.33,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M Siddharth,6.0,BOWL,Manimaran Siddharth,LSG,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,3,1,140,101,33,0,0,0,8.32,52,0,46.67,33.67,2,0,0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,80.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,37.0,45.665,34.0,40.0,34.0,42.0,40.0,29.55,45.0,4.0,53.0,41.0,0.0,80.0,159.0,31.8,95.0,47.5
DP Conway,8.0,WK,Devon Conway,CHE,35,1290,997,146,36,387,8,4,7,0,589,562,73,36.86,129.39,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,10,0,2,0.286,0.0,0.057,0.229,0.114,0.2,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.5,45.665,34.0,40.0,43.5,42.0,40.0,29.55,125.0,42.0,53.0,41.0,0.0,47.5,692.0,53.23,170.0,56.67
Kuldeep Yadav,8.5,BOWL,Kuldeep Yadav,DC,47,132,154,12,3,79,1,0,0,0,0,27,105,2.81,85.71,59,14,1351,1059,334,3,3,0,7.65,85,89,22.9,17.95,8,0,0,0.17,0.0,0.0,0.021,0.0,0.0,0.0,0.064,0.064,0.0,42.0,422.0,0.0,77.0,112.0,0.0,4.0,42.0,65.0,106.0,0.0,0.0,0.0,171.0,1.0,7.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,42.0,60.29,34.0,77.0,56.0,42.0,4.0,42.0,65.0,106.0,53.0,41.0,0.0,85.5,1205.0,70.88,456.0,76.0
R Powell,7.0,BAT,Rovman Powell,KKR,27,360,254,21,28,111,6,1,0,0,0,167,193,13.33,141.73,1,1,35,21,4,0,0,0,10.0,0,7,35.0,21.0,18,0,0,0.667,0.0,0.0,0.222,0.037,0.0,0.0,0.0,0.0,0.0,10.0,27.0,12.0,56.0,0.0,53.0,66.0,20.0,23.0,12.0,0.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,27.0,12.0,56.0,43.5,53.0,66.0,20.0,23.0,12.0,53.0,12.0,0.0,47.5,291.0,29.1,,
OF Smith,,,,,13,117,106,8,8,58,2,0,0,0,0,11,106,9.0,110.38,15,1,325,208,73,1,1,0,9.38,31,56,21.67,13.87,2,0,2,0.154,0.0,0.154,0.154,0.0,0.0,0.0,0.077,0.077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,37.0,45.665,34.0,40.0,43.5,42.0,40.0,29.55,45.0,42.0,53.0,41.0,0.0,47.5,482.0,68.86,,
DJ Willey,,,,,11,56,71,7,0,40,0,0,0,0,9,24,23,5.09,78.87,5,3,229,197,80,0,0,0,6.97,109,13,45.8,39.4,4,0,0,0.364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,37.0,45.665,34.0,40.0,43.5,42.0,40.0,29.55,45.0,42.0,53.0,41.0,0.0,47.5,81.0,27.0,,
PBB Rajapaksa,,,,,15,312,227,28,15,89,6,1,0,0,119,188,2,20.8,137.44,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,4,0,0,0.267,0.0,0.0,0.4,0.067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,37.0,45.665,34.0,40.0,43.5,42.0,40.0,29.55,45.0,42.0,53.0,41.0,0.0,47.5,71.0,35.5,,
RA Bawa,5.5,BAT,Raj Angad Bawa,MI,6,43,34,4,1,9,1,0,0,0,1,41,1,7.17,126.47,2,1,27,24,11,0,0,0,6.75,0,0,13.5,12.0,2,0,1,0.333,0.0,0.167,0.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,12.0,0.0,126.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,37.0,10.0,12.0,40.0,126.0,42.0,40.0,29.55,45.0,12.0,53.0,41.0,0.0,47.5,171.0,42.75,34.0,11.33
VR Aaron,,,,,6,9,8,0,1,4,0,0,0,0,0,0,9,1.5,112.5,5,0,149,115,43,0,0,0,7.77,33,7,29.8,23.0,1,0,0,0.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A Badoni,7.0,BAT,Ayush Badoni,LSG,53,1024,821,76,40,298,10,4,1,0,53,493,478,19.32,124.73,4,0,111,68,14,0,0,0,9.79,19,13,27.75,17.0,19,0,1,0.358,0.0,0.019,0.189,0.075,0.019,0.0,0.0,0.0,0.0,0.0,10.0,42.0,51.0,158.0,125.0,0.0,5.0,0.0,451.0,0.0,0.0,0.0,16.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,11.0,1.0,1.0,1.0,1.0,37.0,10.0,42.0,51.0,52.67,62.5,40.0,5.0,45.0,41.0,53.0,41.0,0.0,16.0,1204.0,48.16,255.0,42.5
PVD Chameera,7.0,BOWL,Dushmantha Chameera,DC,13,43,32,3,3,16,0,0,0,0,0,4,39,3.31,134.38,9,1,442,297,122,0,0,0,8.93,151,64,49.11,33.0,2,0,1,0.154,0.0,0.077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,37.0,45.665,34.0,4.0,43.5,42.0,40.0,29.55,45.0,42.0,53.0,41.0,0.0,47.5,9.0,9.0,,
R Shepherd,7.0,ALL,Romario Shepherd,RCB,26,266,188,13,23,85,5,0,0,0,6,77,183,10.23,141.49,17,2,665,401,122,1,0,0,9.95,87,74,39.12,23.59,6,0,1,0.231,0.0,0.038,0.192,0.0,0.0,0.0,0.038,0.0,0.0,0.0,0.0,127.0,0.0,0.0,33.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,37.0,45.665,31.75,40.0,43.5,33.0,40.0,29.55,5.0,42.0,53.0,41.0,0.0,47.5,1063.0,48.32,,
SE Rutherford,7.0,BAT,Sherfane Rutherford,GT,14,265,228,21,13,98,5,0,0,0,16,137,112,18.93,116.23,0,0,22,7,2,0,0,0,18.86,0,0,0.0,0.0,1,0,0,0.071,0.0,0.0,0.357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,73.0,139.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,37.0,45.665,34.0,40.0,60.0,73.0,46.33,29.55,45.0,38.0,53.0,41.0,0.0,47.5,458.0,38.17,310.0,51.67
D Pretorius,,,,,27,171,149,12,7,66,1,0,0,0,7,66,98,6.33,114.77,27,3,704,476,130,0,0,0,8.87,68,138,26.07,17.63,6,0,2,0.222,0.0,0.074,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,37.0,45.665,34.0,40.0,43.5,42.0,40.0,29.55,45.0,42.0,53.0,41.0,0.0,47.5,1035.0,51.75,,
Rasikh Salam,6.5,BOWL,Rasikh Salam,RCB,16,39,43,5,0,22,0,0,0,0,0,13,26,2.44,90.7,15,5,465,310,103,3,0,0,9.0,78,87,31.0,20.67,3,0,0,0.188,0.0,0.0,0.0,0.0,0.0,0.0,0.188,0.0,0.0,0.0,275.0,0.0,58.0,82.0,0.0,0.0,206.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,4.0,1.0,2.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,37.0,68.75,34.0,29.0,41.0,42.0,40.0,51.5,45.0,42.0,53.0,41.0,0.0,4.5,761.0,54.36,59.0,29.5
D Brevis,,,,,41,906,657,54,67,272,12,4,0,0,166,586,129,22.1,137.9,5,1,65,46,15,0,0,0,8.48,0,3,13.0,9.2,19,0,3,0.463,0.0,0.073,0.293,0.098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,37.0,45.665,19.67,40.0,43.5,42.0,80.0,29.55,45.0,42.0,53.0,41.0,0.0,47.5,1721.0,50.62,,
M Theekshana,7.5,BOWL,Maheesh Theekshana,RR,44,26,31,1,2,18,0,0,0,0,0,5,21,0.59,83.87,40,17,1367,1037,320,2,1,0,7.91,381,134,34.17,25.93,6,0,2,0.136,0.0,0.045,0.0,0.0,0.0,0.0,0.045,0.023,0.0,58.0,34.0,0.0,0.0,4.0,98.0,77.0,4.0,64.0,0.0,0.0,17.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,19.33,34.0,34.0,40.0,4.0,49.0,77.0,4.0,64.0,42.0,53.0,8.5,0.0,47.5,903.0,41.05,305.0,43.57
HE van der Dussen,,,,,34,986,767,69,46,278,11,2,1,1,522,337,63,29.0,128.55,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,3,0,1,0.088,0.0,0.029,0.324,0.059,0.029,0.029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,37.0,45.665,34.0,40.0,43.5,42.0,40.0,29.55,45.0,42.0,53.0,41.0,0.0,47.5,1744.0,56.26,,
AS Joseph,6.5,BOWL,Shamar Joseph,LSG,26,32,40,4,0,21,0,0,0,0,0,27,5,1.23,80.0,19,5,834,558,199,0,0,0,8.97,192,126,43.89,29.37,6,0,3,0.231,0.0,0.115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,45.665,34.0,40.0,19.0,42.0,40.0,29.55,45.0,42.0,53.0,41.0,0.0,47.5,344.0,34.4,,
OC McCoy,,,,,18,20,16,1,2,9,0,0,0,0,0,7,13,1.11,125.0,20,3,594,407,129,1,0,0,8.76,122,149,29.7,20.35,1,0,0,0.056,0.0,0.0,0.0,0.0,0.0,0.0,0.056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,37.0,45.665,34.0,40.0,43.5,42.0,40.0,29.55,45.0,42.0,53.0,41.0,0.0,47.5,412.0,41.2,,
HR Shokeen,,,,,15,66,67,9,0,33,1,0,0,0,1,47,18,4.4,98.51,8,2,342,232,85,0,0,0,8.84,86,0,42.75,29.0,5,0,1,0.333,0.0,0.067,0.067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,37.0,45.665,34.0,40.0,43.5,42.0,40.0,29.55,45.0,42.0,53.0,41.0,0.0,47.5,76.0,76.0,,
DJ Mitchell,,,,,15,351,274,28,10,82,3,2,0,0,133,178,38,23.4,128.1,1,0,97,51,5,0,0,0,11.41,6,0,97.0,51.0,11,0,0,0.733,0.0,0.0,0.2,0.133,0.0,0.0,0.0,0.0,0.0,367.0,0.0,25.0,0.0,24.0,21.0,121.0,0.0,0.0,0.0,52.0,0.0,0.0,58.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,52.43,45.665,25.0,40.0,24.0,21.0,121.0,29.55,45.0,42.0,52.0,41.0,0.0,58.0,672.0,51.69,,
B Indrajith,,,,,3,21,31,2,0,18,0,0,0,0,19,0,0,7.0,67.74,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,1,0,1,0.333,0.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harshit Rana,8.0,BOWL,Harshit Rana,KKR,29,24,32,3,0,21,0,0,0,0,0,9,15,0.83,75.0,37,7,873,603,225,3,0,0,8.69,265,134,23.59,16.3,9,0,0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.103,0.0,0.0,136.0,0.0,16.0,547.0,64.0,0.0,34.0,0.0,101.0,114.0,0.0,80.0,0.0,0.0,2.0,1.0,1.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,68.0,45.665,16.0,54.7,64.0,42.0,34.0,29.55,101.0,114.0,53.0,80.0,0.0,47.5,1370.0,65.24,496.0,70.86
